sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,label
0,0.0176,0.0068,0.0049,0.0039,6
0,0.0176,0.0068,0.0049,0.0059,6
0,0.0166,0.0078,0.0059,0.0059,6
0,0.0147,0.0068,0.0039,0.0039,6
0,0.0196,0.0068,0.0068,0.0059,6
0,0.0215,0.0068,0.0078,0.0039,6
0,0.0176,0.0068,0.0049,0.0059,6
0.0039,0.0088,0,0.0039,0.0078,7
0.0049,0.0098,0,0.0039,0.0059,7
0.0039,0.0108,0,0.0068,0.0088,7
0.0049,0.0108,0,0.0068,0.0098,7
0.0049,0.0098,0,0.0039,0.0068,7
0.045,0.0078,0,0.0059,0,7
0.0039,0.0088,0,0.0068,0.0078,7
0.0039,0.0098,0,0.0059,0.0088,7
0.0039,0.0098,0,0.0049,0.0059,7
0.0039,0.0098,0,0.0039,0.0088,7
0.0059,0.0098,0,0.0039,0.0078,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0547,0.0088,0,0.0039,0,7
0,0.0068,0,0.0039,0.0039,7
0.0039,0.0098,0,0.0078,0.0088,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0039,0.0098,0,0.0078,0.0098,7
0.0039,0.0088,0,0.0049,0.0078,7
0.0547,0.0088,0,0.0039,0,7
0.0049,0.0108,0,0.0049,0.0068,7
0.0616,0.0088,0,0.0049,0.0039,7
0.0039,0.0108,0,0.0068,0.0088,7
0.0039,0.0068,0,0.0049,0.0068,7
0.0049,0.0117,0,0.0078,0.0088,7
0.0049,0.0098,0,0.0068,0.0088,7
0.045,0.0078,0,0.0059,0,7
0.0049,0.0108,0,0.0068,0.0088,7
0.0049,0.0098,0,0.0059,0.0078,7
0.0039,0.0098,0,0.0068,0.0078,7
0.0616,0.0088,0,0.0049,0.0039,7
0,0.0088,0,0.0039,0.0039,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0059,0.0098,0,0.0039,0.0068,7
0.0039,0.0108,0,0.0068,0.0078,7
0.0039,0.0098,0,0.0078,0.0088,7
0.0156,0.0068,0,0.0068,0.0059,7
0.0166,0.0088,0,0.0059,0.0039,7
0.0049,0.0108,0,0.0068,0.0078,7
0.0156,0.0068,0,0.0068,0.0059,7
0.0059,0.0098,0,0.0039,0.0068,7
0.0039,0.0088,0,0.0049,0.0078,7
0.0049,0.0098,0,0.0049,0.0088,7
0.0039,0.0098,0,0.0078,0.0108,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0059,0.0108,0,0.0049,0.0059,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0156,0.0068,0,0.0068,0.0059,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0039,0.0088,0,0.0068,0.0078,7
0.0616,0.0088,0,0.0049,0.0039,7
0.0049,0.0098,0,0.0049,0.0078,7
0.0049,0.0108,0,0.0049,0.0088,7
0.0039,0.0108,0,0.0068,0.0088,7
0.0049,0.0108,0,0.0049,0.0078,7
0.0039,0.0098,0,0.0078,0.0088,7
0.0049,0.0068,0,0.0039,0.0078,7
0.0049,0.0108,0,0.0049,0.0088,7
0.0049,0.0098,0,0.0049,0.0078,7
0.0049,0.0108,0,0.0068,0.0088,7
0.0049,0.0108,0,0.0049,0.0088,7
0.0049,0.0098,0,0.0059,0.0088,7
0.0039,0.0088,0,0.0039,0.0078,7
0.0039,0.0098,0,0.0068,0.0078,7
0.0039,0.0098,0,0.0068,0.0078,7
0.0039,0.0098,0,0.0059,0.0088,7
0.0039,0.0088,0,0.0068,0.0078,7
0.0049,0.0098,0,0.0059,0.0088,7
0.0049,0.0098,0,0.0039,0.0088,7
0.0049,0.0108,0,0.0059,0.0088,7
0.0039,0.0098,0,0.0068,0.0078,7
0.0039,0.0098,0,0.0068,0.0078,7
0.0039,0.0088,0,0.0078,0.0078,7
0.0616,0.0088,0,0.0049,0.0039,7
0.0039,0.0088,0,0.0049,0.0078,7
0.045,0.0078,0,0.0059,0,7
0.0039,0.0098,0,0.0078,0.0098,7
0.0049,0.0108,0,0.0039,0.0078,7
0.0039,0.0098,0,0.0039,0.0088,7
0.0039,0.0068,0,0.0049,0.0068,7
0.0039,0.0108,0,0.0068,0.0088,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0039,0.0098,0,0.0068,0.0088,7
0.0039,0.0098,0,0.0039,0.0059,7
0.0039,0.0088,0,0.0068,0.0078,7
0.0049,0.0108,0,0.0049,0.0088,7
0.0039,0.0098,0,0.0078,0.0088,7
0.0039,0.0098,0,0.0059,0.0078,7
0.0049,0.0108,0,0.0068,0.0098,7
0.0039,0.0098,0,0.0059,0.0078,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0049,0.0108,0,0.0059,0.0088,7
0.0049,0.0108,0,0.0059,0.0088,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0039,0.0108,0,0.0068,0.0088,7
0.0068,0.0088,0,0.0039,0.0039,7
0.0039,0.0098,0,0.0078,0.0078,7
0.0039,0.0098,0,0.0059,0.0088,7
0.0049,0.0117,0,0.0078,0.0088,7
0.0049,0.0098,0,0.0068,0.0088,7
0.0068,0.0186,0.0059,0,0.0068,8
0.0049,0.0156,0.0068,0,0.0068,8
0.0049,0.0147,0.0068,0,0.0068,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0049,0.0147,0.0059,0,0.0059,8
0.0068,0.0156,0.0059,0,0.0068,8
0.0049,0.0156,0.0068,0,0.0068,8
0.0108,0.0156,0.0068,0,0.0039,8
0.0049,0.0156,0.0049,0,0.0068,8
0.0049,0.0156,0.0059,0,0.0068,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0068,0.0166,0.0068,0,0.0059,8
0.0059,0.0156,0.0068,0,0.0059,8
0.0108,0.0176,0.0068,0,0.0039,8
0.0068,0.0156,0.0049,0,0.0068,8
0.0049,0.0156,0.0049,0,0.0068,8
0.0049,0.0156,0.0059,0,0.0068,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0098,0.0176,0.0059,0,0.0068,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0059,0.0156,0.0049,0,0.0059,8
0.0059,0.0156,0.0078,0,0.0078,8
0.0039,0.0147,0.0049,0,0.0059,8
0.0068,0.0186,0.0059,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0088,8
0.0068,0.0166,0.0068,0,0.0059,8
0.0088,0.0176,0.0059,0,0.0039,8
0.0088,0.0176,0.0059,0,0.0039,8
0.0068,0.0156,0.0059,0,0.0068,8
0.0049,0.0147,0.0068,0,0.0068,8
0.0049,0.0147,0.0059,0,0.0059,8
0.0059,0.0166,0.0068,0,0.0078,8
0.0059,0.0166,0.0068,0,0.0059,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0108,0.0186,0.0068,0,0.0039,8
0.0098,0.0186,0.0059,0,0.0068,8
0.0068,0.0166,0.0068,0,0.0059,8
0.0068,0.0166,0.0059,0,0.0078,8
0.0068,0.0186,0.0059,0,0.0068,8
0.0049,0.0147,0.0059,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0068,8
0.0059,0.0166,0.0078,0,0.0078,8
0.0108,0.0186,0.0068,0,0.0039,8
0.0068,0.0166,0.0068,0,0.0068,8
0.0108,0.0186,0.0078,0,0.0039,8
0.0059,0.0156,0.0068,0,0.0059,8
0.0059,0.0156,0.0049,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0088,8
0.0049,0.0156,0.0059,0,0.0068,8
0.0059,0.0156,0.0059,0,0.0068,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0049,0.0147,0.0059,0,0.0059,8
0.0059,0.0186,0.0059,0,0.0068,8
0.0059,0.0156,0.0068,0,0.0078,8
0.0059,0.0156,0.0078,0,0.0078,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0068,0.0147,0.0049,0,0.0049,8
0.0068,0.0166,0.0059,0,0.0078,8
0.0049,0.0156,0.0068,0,0.0068,8
0.0059,0.0147,0.0068,0,0.0068,8
0.0108,0.0186,0.0068,0,0.0039,8
0.0059,0.0166,0.0068,0,0.0059,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0049,0.0166,0.0059,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0088,8
0.0098,0.0176,0.0059,0,0.0068,8
0.0059,0.0176,0.0068,0,0.0068,8
0.0049,0.0137,0.0059,0,0.0059,8
0.0059,0.0166,0.0059,0,0.0078,8
0.0059,0.0156,0.0049,0,0.0059,8
0.0059,0.0166,0.0078,0,0.0078,8
0.0059,0.0166,0.0068,0,0.0078,8
0.0049,0.0147,0.0059,0,0.0059,8
0.0059,0.0156,0.0068,0,0.0088,8
0.0108,0.0186,0.0078,0,0.0039,8
0.0059,0.0147,0.0068,0,0.0068,8
0.0049,0.0156,0.0059,0,0.0068,8
0.0059,0.0166,0.0078,0,0.0078,8
0.0068,0.0166,0.0068,0,0.0078,8
0.0049,0.0156,0.0059,0,0.0068,8
0.0088,0.0176,0.0059,0,0.0039,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0049,0.0147,0.0068,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0088,8
0.0068,0.0156,0.0049,0,0.0068,8
0.0059,0.0166,0.0078,0,0.0088,8
0.0098,0.0186,0.0059,0,0.0068,8
0.0049,0.0156,0.0059,0,0.0059,8
0.0049,0.0156,0.0068,0,0.0068,8
0.0049,0.0156,0.0049,0,0.0068,8
0.0098,0.0176,0.0049,0,0.0039,8
0.0098,0.0186,0.0059,0,0.0068,8
0.0059,0.0166,0.0068,0,0.0088,8
0.0068,0.0156,0.0059,0,0.0068,8
0.0108,0.0186,0.0068,0,0.0039,8
0.0049,0.0156,0.0049,0,0.0068,8
0.0049,0.0147,0.0068,0,0.0068,8
0.0049,0.0147,0.0059,0,0.0059,8
0.0049,0.0147,0.0049,0,0.0059,8
0.0117,0.0156,0.0078,0.0108,0,9
0.0127,0.0196,0.0049,0.0186,0,9
0.0147,0.0166,0.0078,0.0166,0,9
0.0059,0.0196,0.0039,0.0176,0,9
0.0059,0.0176,0.0039,0.0127,0,9
0.0059,0.0166,0.0039,0.0147,0,9
0.0049,0.0147,0.0049,0.0078,0,9
0.0059,0.0166,0.0039,0.0156,0,9
0.0049,0.0176,0.0039,0.0117,0,9
0.0059,0.0196,0.0039,0.0156,0,9
0.0137,0.0156,0.0088,0.0137,0,9
0.0049,0.0166,0.0039,0.0127,0,9
0.0059,0.0186,0.0039,0.0156,0,9
0.0059,0.0147,0.0039,0.0088,0,9
0.0039,0.0166,0.0039,0.0127,0,9
0.0049,0.0176,0.0039,0.0137,0,9
0.0049,0.0186,0.0039,0.0127,0,9
0.0059,0.0166,0.0039,0.0127,0,9
0.0039,0.0166,0.0039,0.0127,0,9
0.0059,0.0156,0.0039,0.0098,0,9
0.0049,0.0186,0.0039,0.0127,0,9
0.0059,0.0176,0.0039,0.0117,0,9
0.0049,0.0147,0.0049,0.0068,0,9
0.0059,0.0156,0.0049,0.0147,0,9
0.0117,0.0156,0.0078,0.0108,0,9
0.0059,0.0156,0.0049,0.0147,0,9
0.0059,0.0166,0.0039,0.0156,0,9
0.0068,0.0176,0.0039,0.0127,0,9
0.0049,0.0166,0.0039,0.0117,0,9
0.0059,0.0176,0.0039,0.0127,0,9
0.0059,0.0166,0.0039,0.0156,0,9
0.0137,0.0166,0.0059,0.0225,0,9
0.0147,0.0147,0.0078,0.0147,0,9
0.0039,0.0166,0.0039,0.0127,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0059,0.0166,0.0039,0.0127,0,9
0.0108,0.0196,0.0068,0.0186,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0059,0.0176,0,0.0156,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0059,0.0176,0.0039,0.0117,0,9
0.0059,0.0176,0.0039,0.0137,0,9
0.0137,0.0156,0.0088,0.0137,0,9
0.0039,0.0166,0.0039,0.0127,0,9
0.0127,0.0196,0.0049,0.0186,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0059,0.0166,0.0039,0.0137,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0108,0.0196,0.0068,0.0186,0,9
0.0059,0.0147,0.0059,0.0088,0,9
0.0059,0.0156,0.0039,0.0127,0,9
0.0147,0.0166,0.0078,0.0166,0,9
0.0127,0.0186,0.0039,0.0147,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0059,0.0156,0.0039,0.0137,0,9
0.0147,0.0156,0.0068,0.0166,0,9
0.0049,0.0186,0.0039,0.0127,0,9
0.0059,0.0166,0,0.0156,0,9
0.0127,0.0186,0.0039,0.0147,0,9
0.0059,0.0127,0.0049,0.0088,0,9
0.0059,0.0196,0.0039,0.0176,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0059,0.0166,0.0039,0.0156,0,9
0.0059,0.0166,0.0039,0.0147,0,9
0.0068,0.0166,0.0039,0.0176,0,9
0.0147,0.0147,0.0078,0.0147,0,9
0.0049,0.0166,0.0039,0.0117,0,9
0.0059,0.0186,0.0039,0.0156,0,9
0.0068,0.0166,0.0039,0.0176,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0137,0.0166,0.0068,0.0215,0,9
0.0059,0.0186,0.0039,0.0176,0,9
0.0147,0.0156,0.0068,0.0166,0,9
0.0137,0.0156,0.0088,0.0137,0,9
0.0059,0.0166,0.0039,0.0108,0,9
0.0059,0.0196,0.0039,0.0156,0,9
0.0049,0.0147,0.0049,0.0068,0,9
0.0127,0.0186,0.0039,0.0147,0,9
0.0059,0.0156,0.0039,0.0156,0,9
0.0049,0.0176,0.0039,0.0137,0,9
0.0059,0.0147,0.0049,0.0098,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0068,0.0186,0.0039,0.0166,0,9
0.0049,0.0176,0.0039,0.0137,0,9
0.0117,0.0176,0.0059,0.0186,0,9
0.0049,0.0166,0.0039,0.0117,0,9
0.0049,0.0166,0.0039,0.0117,0,9
0.0049,0.0176,0.0039,0.0137,0,9
0.0059,0.0186,0.0039,0.0137,0,9
0.0127,0.0186,0.0039,0.0147,0,9
0.0147,0.0156,0.0078,0.0215,0,9
0.0039,0.0166,0.0039,0.0127,0,9
0.0108,0.0196,0.0068,0.0186,0,9
0.0147,0.0156,0.0068,0.0166,0,9
0.0059,0.0156,0.0039,0.0147,0,9
0.0049,0.0186,0.0039,0.0127,0,9
0.0059,0.0166,0.0039,0.0137,0,9
0.0059,0.0186,0.0039,0.0156,0,9
0,0,0.0117,0.0039,0.0059,10
0,0,0.0098,0.0049,0.0059,10
0,0,0.0098,0.0039,0.0039,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0098,0.0049,0.0059,10
0,0,0.0098,0.0049,0.0039,10
0,0,0.0098,0.0098,0.0049,10
0,0,0.0108,0.0039,0.0068,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0098,0.0039,0.0078,10
0,0,0.0108,0.0068,0.0039,10
0,0,0.0098,0.0078,0.0039,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0108,0.0039,0.0068,10
0,0,0.0108,0.0039,0.0059,10
0,0,0.0088,0.0059,0.0039,10
0,0,0.0088,0.0049,0.0049,10
0,0,0.0088,0.0068,0.0039,10
0,0,0.0088,0.0068,0.0039,10
0,0,0.0108,0.0039,0.0059,10
0,0,0.0078,0.0039,0.0049,10
0,0,0.0108,0.0039,0,10
0,0,0.0088,0.0039,0.0049,10
0,0,0.0088,0.0039,0.0059,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0108,0.0068,0.0049,10
0,0,0.0117,0.0039,0.0059,10
0,0,0.0098,0.0049,0.0039,10
0,0,0.0098,0.0049,0.0059,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0108,0.0039,0.0059,10
0,0,0.0078,0.0039,0.0049,10
0,0,0.0117,0.0039,0.0039,10
0,0,0.0108,0.0068,0.0049,10
0,0,0.0098,0.0039,0.0039,10
0,0,0.0117,0.0078,0.0049,10
0,0,0.0098,0.0068,0.0039,10
0,0,0.0098,0.0068,0.0049,10
0,0,0.0098,0.0049,0.0059,10
0,0,0.0098,0.0088,0.0059,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0088,0.0068,0.0049,10
0,0,0.0098,0.0068,0.0039,10
0,0,0.0108,0.0039,0.0068,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0088,0.0039,0.0068,10
0,0,0.0088,0.0039,0.0049,10
0,0,0.0088,0.0049,0.0049,10
0,0,0.0078,0.0068,0.0049,10
0,0,0.0098,0.0049,0.0039,10
0,0,0.0108,0.0039,0.0059,10
0,0,0.0098,0.0098,0.0049,10
0,0,0.0108,0.0039,0.0068,10
0,0,0.0088,0.0049,0.0049,10
0,0,0.0108,0.0068,0.0049,10
0,0,0.0117,0.0049,0.0049,10
0,0,0.0098,0.0039,0.0068,10
0,0,0.0098,0.0068,0.0049,10
0,0,0.0098,0.0049,0.0049,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0108,0.0068,0.0049,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0108,0.0039,0.0049,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0078,0.0039,0.0059,10
0,0,0.0098,0.0049,0.0039,10
0,0,0.0088,0.0068,0.0049,10
0,0,0.0098,0.0098,0.0049,10
0,0,0.0098,0.0039,0.0068,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0098,0.0088,0.0059,10
0,0,0.0117,0.0039,0.0049,10
0,0,0.0098,0.0039,0.0068,10
0,0,0.0088,0.0068,0.0049,10
0,0,0.0098,0.0049,0.0049,10
0,0,0.0078,0.0039,0.0059,10
0,0,0.0098,0.0039,0.0049,10
0,0,0.0088,0.0068,0.0049,10
0,0,0.0078,0.0039,0.0059,10
0,0,0.0088,0.0059,0.0039,10
0,0,0.0098,0.0049,0.0059,10
0,0,0.0117,0.0039,0.0039,10
0,0,0.0098,0.0098,0.0049,10
0,0,0.0098,0.0039,0.0059,10
0,0,0.0108,0.0039,0.0049,10
0,0,0.0108,0.0039,0.0068,10
0,0,0.0078,0.0068,0.0049,10
0,0,0.0088,0.0039,0.0049,10
0,0,0.0098,0.0078,0.0039,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0108,0.0049,0.0059,10
0,0,0.0088,0.0039,0.0059,10
0,0,0.0098,0.0049,0.0049,10
0,0,0.0088,0.0039,0.0068,10
0,0,0.0108,0.0049,0.0049,10
0,0,0.0098,0.0039,0.0039,10
0,0.0127,0,0.0049,0.0039,11
0,0.0147,0,0.0068,0.0039,11
0,0.0156,0,0.0059,0.0059,11
0,0.0196,0,0.0059,0.0049,11
0,0.0156,0,0.0059,0.0039,11
0,0.0196,0,0.0078,0.0059,11
0,0.0176,0,0.0059,0.0039,11
0,0.0176,0,0.0078,0.0068,11
0,0.0176,0,0.0068,0.0039,11
0,0.0264,0,0.0039,0.0049,11
0,0.0254,0,0.0088,0.0059,11
0,0.0127,0,0.0049,0.0039,11
0,0.0166,0,0.0059,0.0039,11
0,0.0176,0,0.0059,0.0049,11
0,0.0117,0,0.0068,0.0039,11
0,0.0254,0,0.0088,0.0059,11
0,0.0186,0,0.0068,0.0049,11
0,0.0176,0,0.0068,0.0039,11
0,0.0147,0,0.0068,0.0039,11
0,0.0235,0,0.0078,0.0059,11
0,0.0235,0,0.0078,0.0059,11
0,0.0196,0,0.0078,0.0059,11
0,0.0156,0,0.0059,0.0049,11
0,0.0225,0,0.0088,0.0059,11
0,0.0166,0,0.0068,0.0039,11
0,0.0117,0,0.0049,0.0039,11
0,0.0156,0,0.0059,0.0049,11
0,0.0166,0,0.0059,0.0049,11
0,0.0137,0,0.0049,0.0039,11
0,0.0166,0,0.0068,0.0039,11
0,0.0156,0,0.0049,0.0039,11
0,0.0205,0,0.0088,0.0059,11
0,0.0196,0,0.0068,0.0049,11
0,0.0196,0,0.0059,0.0039,11
0,0.0196,0,0.0059,0.0049,11
0,0.0156,0,0.0068,0.0049,11
0,0.0176,0,0.0049,0.0039,11
0,0.0176,0,0.0078,0.0068,11
0,0.0156,0,0.0049,0.0039,11
0,0.0156,0,0.0059,0.0039,11
0,0.0117,0,0.0068,0.0039,11
0,0.0186,0,0.0068,0.0049,11
0,0.0186,0,0.0059,0.0049,11
0,0.0176,0,0.0049,0.0039,11
0,0.0166,0,0.0059,0.0039,11
0,0.0196,0,0.0059,0.0049,11
0,0.0186,0,0.0078,0.0039,11
0,0.0186,0,0.0068,0.0049,11
0,0.0196,0,0.0059,0.0049,11
0,0.0254,0,0.0088,0.0059,11
0,0.0244,0,0.0088,0.0049,11
0,0.0205,0,0.0088,0.0059,11
0,0.0225,0,0.0088,0.0059,11
0,0.0186,0,0.0068,0.0039,11
0,0.0264,0,0.0039,0.0049,11
0,0.0098,0,0.0039,0.0039,11
0,0.0264,0,0.0039,0.0049,11
0,0.0147,0,0.0078,0.0049,11
0,0.0225,0,0.0088,0.0059,11
0,0.0147,0,0.0039,0.0039,11
0,0.0108,0,0.0059,0.0039,11
0,0.0254,0,0.0088,0.0059,11
0,0.0186,0,0.0068,0.0039,11
0,0.0176,0,0.0068,0.0039,11
0,0.0205,0,0.0059,0.0039,11
0,0.0147,0,0.0078,0.0049,11
0,0.0127,0,0.0049,0.0039,11
0,0.0127,0,0.0049,0.0039,11
0,0.0156,0,0.0068,0.0049,11
0,0.0108,0,0.0059,0.0039,11
0,0.0166,0,0.0059,0.0059,11
0,0.0186,0,0.0068,0.0049,11
0,0.0264,0,0.0098,0.0059,11
0,0.0166,0,0.0059,0.0039,11
0,0.0186,0,0.0059,0.0049,11
0,0.0156,0,0.0068,0.0049,11
0,0.0196,0,0.0078,0.0059,11
0,0.0117,0,0.0039,0.0039,11
0,0.0205,0,0.0078,0.0039,11
0,0.0127,0,0.0068,0.0039,11
0,0.0166,0,0.0068,0.0039,11
0,0.0254,0,0.0088,0.0059,11
0,0.0186,0,0.0068,0.0039,11
0,0.0166,0,0.0078,0.0049,11
0,0.0166,0,0.0068,0.0049,11
0,0.0205,0,0.0078,0.0039,11
0,0.0166,0,0.0078,0.0049,11
0,0.0235,0,0.0078,0.0059,11
0,0.0176,0,0.0068,0.0049,11
0,0.0156,0,0.0068,0.0049,11
0,0.0176,0,0.0068,0.0039,11
0,0.0166,0,0.0068,0.0039,11
0,0.0127,0,0.0068,0.0039,11
0,0.0264,0,0.0098,0.0059,11
0,0.0098,0,0.0059,0.0039,11
0,0.0166,0,0.0059,0.0059,11
0,0.0186,0,0.0039,0.0039,11
0,0.0186,0,0.0068,0.0049,11
0,0.0254,0,0.0088,0.0059,11
0,0.0196,0,0.0059,0.0049,11
0,0.0147,0.085,0,0.0039,12
0,0.0156,0.0362,0,0.0059,12
0,0.0176,0.3363,0,0.0098,12
0,0.0147,0.085,0,0.0039,12
0,0.0166,0.2551,0,0.0049,12
0,0.0166,0.2972,0,0.0049,12
0,0.0156,0.2141,0,0.0039,12
0,0.0166,0.2571,0,0.0088,12
0,0.0196,0.0274,0,0.0059,12
0,0.0166,0.2757,0,0.0059,12
0,0.0176,0.0283,0,0.0068,12
0,0.0176,0.3617,0,0.0059,12
0,0.0176,0.2561,0,0.0059,12
0,0.0147,0.085,0,0.0039,12
0,0.0166,0.0567,0,0.0068,12
0,0.0166,0.0283,0,0.0059,12
0,0.0156,0.2698,0,0.0039,12
0,0.0127,0.3245,0,0.0049,12
0,0.0166,0.0626,0,0.0078,12
0,0.0176,0.3861,0,0.0059,12
0,0.0166,0.2972,0,0.0049,12
0,0.0147,0.0332,0,0.0039,12
0,0.0127,0.3245,0,0.0049,12
0,0.0166,0.0909,0,0.0049,12
0,0.0156,0.0899,0,0.0088,12
0,0.0176,0.0108,0,0.0039,12
0,0.0156,0.1261,0,0.0039,12
0,0.0156,0.1261,0,0.0039,12
0,0.0166,0.2571,0,0.0088,12
0,0.0176,0.3617,0,0.0059,12
0,0.0176,0.1222,0,0.0068,12
0,0.0205,0.0303,0,0.0068,12
0,0.0147,0.1906,0,0.0059,12
0,0.0166,0.1046,0,0.0098,12
0,0.0166,0.1261,0,0.0068,12
0,0.0166,0.0753,0,0.0059,12
0,0.0127,0.3245,0,0.0049,12
0,0.0156,0.2698,0,0.0039,12
0,0.0166,0.1105,0,0.0088,12
0,0.0176,0.1222,0,0.0068,12
0,0.0166,0.2757,0,0.0059,12
0,0.0156,0.3822,0,0.0059,12
0,0.0196,0.0283,0,0.0068,12
0,0.0166,0.3216,0,0.0059,12
0,0.0166,0.2551,0,0.0049,12
0,0.0166,0.2972,0,0.0049,12
0,0.0176,0.3763,0,0.0059,12
0,0.0176,0.3363,0,0.0098,12
0,0.0166,0.2757,0,0.0059,12
0,0.0166,0.1046,0,0.0098,12
0,0.0186,0.0313,0,0.0068,12
0,0.0166,0.2551,0,0.0049,12
0,0.0166,0.0381,0,0.0059,12
0,0.0196,0.0264,0,0.0059,12
0,0.0166,0.2972,0,0.0049,12
0,0.0166,0.0909,0,0.0049,12
0,0.0176,0.0293,0,0.0068,12
0,0.0176,0.0293,0,0.0068,12
0,0.0147,0.2092,0,0.0078,12
0,0.0186,0.0313,0,0.0068,12
0,0.0166,0.2551,0,0.0049,12
0,0.0176,0.3763,0,0.0059,12
0,0.0176,0.0293,0,0.0068,12
0,0.0215,0.0313,0,0.0068,12
0,0.0196,0.0303,0,0.0059,12
0,0.0166,0.0098,0,0.0039,12
0,0.0186,0.0293,0,0.0059,12
0,0.0166,0.0567,0,0.0068,12
0,0.0156,0.0987,0,0.0068,12
0,0.0166,0.0909,0,0.0049,12
0,0.0156,0.0938,0,0.0039,12
0,0.0176,0.3363,0,0.0098,12
0,0.0127,0.0557,0,0.0039,12
0,0.0196,0.0313,0,0.0059,12
0,0.0166,0.1046,0,0.0098,12
0,0.0215,0.0313,0,0.0068,12
0,0.0156,0.0147,0,0.0059,12
0,0.0196,0.0283,0,0.0068,12
0,0.0176,0.1363,0,0.0098,12
0,0.0166,0.1261,0,0.0068,12
0,0.0176,0.1222,0,0.0068,12
0,0.0137,0.1437,0,0.0039,12
0,0.0176,0.0317,0,0.0059,12
0,0.0176,0.0283,0,0.0068,12
0,0.0147,0.1906,0,0.0059,12
0,0.0147,0.0342,0,0.0039,12
0,0.0196,0.0293,0,0.0059,12
0,0.0205,0.0303,0,0.0068,12
0,0.0166,0.0753,0,0.0059,12
0,0.0166,0.1551,0,0.0049,12
0,0.0156,0.1141,0,0.0039,12
0,0.0196,0.0293,0,0.0068,12
0,0.0176,0.1561,0,0.0059,12
0,0.0176,0.0283,0,0.0068,12
0,0.0196,0.0303,0,0.0059,12
0,0.0156,0.1378,0,0.0039,12
0,0.0176,0.0098,0,0.0039,12
0,0.0166,0.1216,0,0.0059,12
0,0.0176,0.1561,0,0.0059,12
0,0.0176,0.1763,0,0.0059,12
0,0.0235,0.304,0.0391,0,13
0,0.0166,0.0567,0.0235,0,13
0,0.0186,0.1835,0.0215,0,13
0,0.0196,0.1118,0.0225,0,13
0,0.0166,0.0254,0.0196,0,13
0,0.0156,0.089,0.0205,0,13
0,0.0186,0.0059,0.0205,0,13
0,0.0156,0.1828,0.0215,0,13
0,0.0176,0.1408,0.0205,0,13
0,0.0235,0.3891,0.0352,0,13
0,0.0186,0.2815,0.0225,0,13
0,0.0244,0.0704,0.0381,0,13
0,0.0166,0.2082,0.0254,0,13
0,0.0186,0.1769,0.0186,0,13
0,0.0166,0.2278,0.0538,0,13
0,0.0166,0.085,0.0205,0,13
